,id,goog,count_all,count_rating,count_review,rating,picture,length,experience,period,locationid,time,period_ch,dum,did,ln_count_all,ln_count_rating,ln_count_review,ln_length,timedum_1,timedum_2,timedum_3,timedum_4,timedum_5,timedum_6,timedum_7,timedum_8,diddum_1,diddum_2,diddum_3,diddum_4,diddum_5,diddum_6,diddum_7,diddum_8,_est_ln_count_all
176,89.0,1,16.0,4.0,12.0,4.8125,0.0625,71.25,305.625,2017M07,13,1.0,0.0,0.0,0.0,2.7725887,1.3862944,2.4849067,4.266195,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
177,89.0,0,80.0,80.0,80.0,4.65,0.8875,252.5125,245.7,2017M07,13,1.0,0.0,0.0,0.0,4.3820267,4.3820267,4.3820267,5.531461,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
178,90.0,1,26.0,5.0,21.0,4.6923075,0.115384616,95.28571,335.42307,2017M08,13,2.0,0.0,0.0,0.0,3.2580965,1.609438,3.0445225,4.55688,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
179,90.0,0,57.0,57.0,57.0,4.754386,0.877193,310.0702,344.05264,2017M08,13,2.0,0.0,0.0,0.0,4.0430512,4.0430512,4.0430512,5.736799,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
180,91.0,1,30.0,10.0,20.0,4.8,0.13333334,71.4,160.43333,2017M09,13,3.0,0.0,0.0,0.0,3.4011974,2.3025851,2.9957323,4.2682977,0,0,1,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
181,91.0,0,61.0,61.0,61.0,4.803279,0.852459,252.85246,503.57376,2017M09,13,3.0,0.0,0.0,0.0,4.1108737,4.1108737,4.1108737,5.5328064,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
182,92.0,1,13.0,4.0,9.0,4.923077,0.07692308,69.77778,498.23077,2017M10,13,4.0,0.0,0.0,0.0,2.5649493,1.3862944,2.1972246,4.2453156,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
183,92.0,0,80.0,80.0,80.0,4.5375,0.8375,227.1,377.875,2017M10,13,4.0,0.0,0.0,0.0,4.3820267,4.3820267,4.3820267,5.4253902,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
184,93.0,1,42.0,24.0,18.0,4.6666665,0.04761905,144.66667,57.214287,2018M07,13,5.0,1.0,1.0,1.0,3.7376697,3.1780539,2.8903718,4.9744325,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
185,93.0,0,11.0,11.0,11.0,4.6363635,0.6363636,239.27272,571.9091,2018M07,13,5.0,1.0,1.0,0.0,2.3978953,2.3978953,2.3978953,5.477604,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
186,94.0,1,49.0,32.0,17.0,4.5102043,0.020408163,122.82353,60.061226,2018M08,13,6.0,1.0,1.0,1.0,3.8918202,3.465736,2.8332133,4.8107486,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
187,94.0,0,20.0,20.0,20.0,4.75,0.65,249.5,792.4,2018M08,13,6.0,1.0,1.0,0.0,2.9957323,2.9957323,2.9957323,5.519459,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
188,95.0,1,41.0,17.0,24.0,4.634146,0.0,117.125,132.19513,2018M09,13,7.0,1.0,1.0,1.0,3.713572,2.8332133,3.1780539,4.763242,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
189,95.0,0,10.0,10.0,10.0,4.8,1.0,277.7,514.1,2018M09,13,7.0,1.0,1.0,0.0,2.3025851,2.3025851,2.3025851,5.6265416,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
190,96.0,1,37.0,20.0,17.0,4.7297297,0.13513513,113.23529,160.02702,2018M10,13,8.0,1.0,1.0,1.0,3.6109178,2.9957323,2.8332133,4.729468,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
191,96.0,0,14.0,14.0,14.0,4.857143,0.71428573,362.64285,674.6429,2018M10,13,8.0,1.0,1.0,0.0,2.6390574,2.6390574,2.6390574,5.8934183,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
192,97.0,1,66.0,34.0,32.0,4.5454545,0.015151516,54.96875,82.78788,2017M07,14,1.0,0.0,0.0,0.0,4.189655,3.5263605,3.465736,4.006765,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
193,97.0,0,5.0,5.0,5.0,4.6,0.8,248.6,1914.8,2017M07,14,1.0,0.0,0.0,0.0,1.609438,1.609438,1.609438,5.5158453,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
194,98.0,1,58.0,33.0,25.0,4.413793,0.01724138,66.08,102.844826,2017M08,14,2.0,0.0,0.0,0.0,4.060443,3.4965076,3.218876,4.190866,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
195,98.0,0,9.0,9.0,9.0,4.111111,0.44444445,387.66666,2126.4443,2017M08,14,2.0,0.0,0.0,0.0,2.1972246,2.1972246,2.1972246,5.960146,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
196,99.0,1,56.0,36.0,20.0,4.446429,0.035714287,97.55,50.589287,2017M09,14,3.0,0.0,0.0,0.0,4.0253515,3.583519,2.9957323,4.580365,0,0,1,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
197,99.0,0,5.0,5.0,5.0,4.2,0.4,186.0,851.4,2017M09,14,3.0,0.0,0.0,0.0,1.609438,1.609438,1.609438,5.2257466,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
198,100.0,1,48.0,25.0,23.0,4.4375,0.041666668,56.826088,95.708336,2017M10,14,4.0,0.0,0.0,0.0,3.871201,3.218876,3.1354942,4.0399957,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
199,100.0,0,8.0,8.0,8.0,4.125,0.625,326.625,585.25,2017M10,14,4.0,0.0,0.0,0.0,2.0794415,2.0794415,2.0794415,5.7888126,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
200,101.0,1,70.0,41.0,29.0,4.042857,0.0,97.48276,54.214287,2018M07,14,5.0,1.0,1.0,1.0,4.248495,3.713572,3.3672957,4.5796757,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
201,101.0,0,7.0,7.0,7.0,4.428571,0.0,478.0,618.4286,2018M07,14,5.0,1.0,1.0,0.0,1.9459101,1.9459101,1.9459101,6.1696105,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
202,102.0,1,122.0,83.0,39.0,4.4836063,0.008196721,73.17949,46.860657,2018M08,14,6.0,1.0,1.0,1.0,4.804021,4.4188404,3.6635616,4.2929153,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
203,102.0,0,8.0,8.0,8.0,3.875,0.375,262.125,1860.375,2018M08,14,6.0,1.0,1.0,0.0,2.0794415,2.0794415,2.0794415,5.5688214,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
204,103.0,1,86.0,56.0,30.0,4.4534883,0.011627907,65.63333,63.779068,2018M09,14,7.0,1.0,1.0,1.0,4.454347,4.0253515,3.4011974,4.1840835,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
205,103.0,0,8.0,8.0,8.0,3.5,0.375,296.375,1403.0,2018M09,14,7.0,1.0,1.0,0.0,2.0794415,2.0794415,2.0794415,5.6916256,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
206,104.0,1,135.0,87.0,48.0,4.4814816,0.0074074073,68.145836,50.703705,2018M10,14,8.0,1.0,1.0,1.0,4.905275,4.465908,3.871201,4.22165,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
207,104.0,0,2.0,2.0,2.0,4.5,0.5,175.5,611.5,2018M10,14,8.0,1.0,1.0,0.0,0.6931472,0.6931472,0.6931472,5.1676393,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
208,105.0,1,19.0,6.0,13.0,4.631579,0.10526316,89.23077,55.789474,2017M07,15,1.0,0.0,0.0,0.0,2.944439,1.7917595,2.5649493,4.4912257,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
209,105.0,0,13.0,13.0,13.0,4.4615383,0.84615386,299.3846,273.53845,2017M07,15,1.0,0.0,0.0,0.0,2.5649493,2.5649493,2.5649493,5.7017293,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
210,106.0,1,25.0,15.0,10.0,4.12,0.04,77.6,103.44,2017M08,15,2.0,0.0,0.0,0.0,3.218876,2.7080503,2.3025851,4.3515673,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
211,106.0,0,20.0,20.0,20.0,4.4,0.75,519.45,348.05,2017M08,15,2.0,0.0,0.0,0.0,2.9957323,2.9957323,2.9957323,6.2527704,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
212,107.0,1,28.0,17.0,11.0,4.535714,0.035714287,85.0,84.92857,2017M09,15,3.0,0.0,0.0,0.0,3.3322046,2.8332133,2.3978953,4.4426513,0,0,1,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
213,107.0,0,11.0,11.0,11.0,4.0,0.72727275,408.0,307.54544,2017M09,15,3.0,0.0,0.0,0.0,2.3978953,2.3978953,2.3978953,6.011267,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
214,108.0,1,15.0,6.0,9.0,4.4,0.06666667,95.888885,71.4,2017M10,15,4.0,0.0,0.0,0.0,2.7080503,1.7917595,2.1972246,4.56319,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
215,108.0,0,12.0,12.0,12.0,3.9166667,0.5833333,313.0,772.0833,2017M10,15,4.0,0.0,0.0,0.0,2.4849067,2.4849067,2.4849067,5.7462034,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
216,109.0,1,525.0,346.0,179.0,4.5009522,0.0038095238,98.96089,23.527618,2018M07,15,5.0,1.0,1.0,1.0,6.263398,5.846439,5.187386,4.5947247,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
217,109.0,0,9.0,9.0,9.0,4.2222223,0.5555556,341.66666,209.44444,2018M07,15,5.0,1.0,1.0,0.0,2.1972246,2.1972246,2.1972246,5.8338356,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
218,110.0,1,466.0,307.0,159.0,4.3111587,0.0042918455,102.08805,24.757511,2018M08,15,6.0,1.0,1.0,1.0,6.1441855,5.7268476,5.0689044,4.625836,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
219,110.0,0,10.0,10.0,10.0,4.2,0.8,312.1,285.7,2018M08,15,6.0,1.0,1.0,0.0,2.3025851,2.3025851,2.3025851,5.743324,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
220,111.0,1,330.0,218.0,112.0,4.4151516,0.012121212,90.32143,25.733334,2018M09,15,7.0,1.0,1.0,1.0,5.799093,5.3844953,4.7184987,4.5033746,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
221,111.0,0,7.0,7.0,7.0,4.0,0.85714287,388.57144,574.8571,2018M09,15,7.0,1.0,1.0,0.0,1.9459101,1.9459101,1.9459101,5.962477,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
222,112.0,1,237.0,158.0,79.0,4.4177217,0.03797468,90.6076,39.666668,2018M10,15,8.0,1.0,1.0,1.0,5.46806,5.062595,4.3694477,4.506538,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
223,112.0,0,7.0,7.0,7.0,4.142857,0.71428573,497.42856,720.7143,2018M10,15,8.0,1.0,1.0,0.0,1.9459101,1.9459101,1.9459101,6.209452,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
224,113.0,1,39.0,16.0,23.0,3.9230769,0.0,47.217392,130.41026,2017M07,16,1.0,0.0,0.0,0.0,3.6635616,2.7725887,3.1354942,3.8547623,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
225,113.0,0,25.0,25.0,25.0,3.52,0.92,258.24,349.04,2017M07,16,1.0,0.0,0.0,0.0,3.218876,3.218876,3.218876,5.5538893,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
226,114.0,1,27.0,12.0,15.0,4.148148,0.037037037,42.4,53.962963,2017M08,16,2.0,0.0,0.0,0.0,3.295837,2.4849067,2.7080503,3.7471485,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
227,114.0,0,18.0,18.0,18.0,3.5,0.8333333,261.16666,200.11111,2017M08,16,2.0,0.0,0.0,0.0,2.8903718,2.8903718,2.8903718,5.565159,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
228,115.0,1,51.0,35.0,16.0,4.0588236,0.0,58.125,56.098038,2017M09,16,3.0,0.0,0.0,0.0,3.9318256,3.5553482,2.7725887,4.062596,0,0,1,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
229,115.0,0,20.0,20.0,20.0,3.8,0.8,199.65,466.6,2017M09,16,3.0,0.0,0.0,0.0,2.9957323,2.9957323,2.9957323,5.296566,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
230,116.0,1,32.0,18.0,14.0,4.21875,0.0,145.5,49.3125,2017M10,16,4.0,0.0,0.0,0.0,3.465736,2.8903718,2.6390574,4.980176,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
231,116.0,0,26.0,26.0,26.0,3.4615386,1.0,249.23077,186.42308,2017M10,16,4.0,0.0,0.0,0.0,3.2580965,3.2580965,3.2580965,5.518379,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
232,117.0,1,55.0,34.0,21.0,4.7636366,0.07272727,72.333336,50.145454,2018M07,16,5.0,1.0,1.0,1.0,4.0073333,3.5263605,3.0445225,4.2812853,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
233,117.0,0,18.0,18.0,18.0,4.2777777,0.7222222,267.5,213.22223,2018M07,16,5.0,1.0,1.0,0.0,2.8903718,2.8903718,2.8903718,5.5891194,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
234,118.0,1,68.0,42.0,26.0,4.602941,0.0,166.38461,57.705883,2018M08,16,6.0,1.0,1.0,1.0,4.2195077,3.7376697,3.2580965,5.114302,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
235,118.0,0,25.0,25.0,25.0,4.36,0.68,166.36,130.36,2018M08,16,6.0,1.0,1.0,0.0,3.218876,3.218876,3.218876,5.1141543,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
236,119.0,1,56.0,40.0,16.0,4.642857,0.017857144,83.0625,45.07143,2018M09,16,7.0,1.0,1.0,1.0,4.0253515,3.6888795,2.7725887,4.4195933,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
237,119.0,0,22.0,22.0,22.0,4.4545455,0.6818182,226.81818,287.0909,2018M09,16,7.0,1.0,1.0,0.0,3.0910425,3.0910425,3.0910425,5.4241486,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
238,120.0,1,77.0,47.0,30.0,4.766234,0.064935066,103.03333,77.38961,2018M10,16,8.0,1.0,1.0,1.0,4.3438053,3.8501475,3.4011974,4.6350527,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
239,120.0,0,32.0,32.0,32.0,4.4375,0.5625,212.125,633.6875,2018M10,16,8.0,1.0,1.0,0.0,3.465736,3.465736,3.465736,5.357176,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
240,121.0,1,20.0,9.0,11.0,4.85,0.05,44.18182,129.55,2017M07,17,1.0,0.0,0.0,0.0,2.9957323,2.1972246,2.3978953,3.7883134,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
241,121.0,0,11.0,11.0,11.0,4.3636365,0.72727275,477.36365,119.454544,2017M07,17,1.0,0.0,0.0,0.0,2.3978953,2.3978953,2.3978953,6.1682787,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
242,122.0,1,43.0,13.0,30.0,4.837209,0.069767445,73.5,91.93023,2017M08,17,2.0,0.0,0.0,0.0,3.7612002,2.5649493,3.4011974,4.2972856,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
243,122.0,0,10.0,10.0,10.0,4.5,0.4,261.9,147.1,2017M08,17,2.0,0.0,0.0,0.0,2.3025851,2.3025851,2.3025851,5.5679626,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
244,123.0,1,24.0,11.0,13.0,4.7083335,0.0,79.76923,42.583332,2017M09,17,3.0,0.0,0.0,0.0,3.1780539,2.3978953,2.5649493,4.379138,0,0,1,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
245,123.0,0,9.0,9.0,9.0,4.7777777,0.8888889,196.55556,138.77777,2017M09,17,3.0,0.0,0.0,0.0,2.1972246,2.1972246,2.1972246,5.2809453,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
246,124.0,1,22.0,8.0,14.0,4.318182,0.09090909,56.92857,71.318184,2017M10,17,4.0,0.0,0.0,0.0,3.0910425,2.0794415,2.6390574,4.041797,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
247,124.0,0,5.0,5.0,5.0,4.4,0.8,259.0,193.8,2017M10,17,4.0,0.0,0.0,0.0,1.609438,1.609438,1.609438,5.556828,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
248,125.0,1,47.0,24.0,23.0,4.638298,0.12765957,128.82608,69.723404,2018M07,17,5.0,1.0,1.0,1.0,3.8501475,3.1780539,3.1354942,4.8584633,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
249,125.0,0,5.0,5.0,5.0,4.2,0.4,295.6,539.8,2018M07,17,5.0,1.0,1.0,0.0,1.609438,1.609438,1.609438,5.6890073,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
250,126.0,1,58.0,39.0,19.0,4.551724,0.06896552,111.10526,54.827587,2018M08,17,6.0,1.0,1.0,1.0,4.060443,3.6635616,2.944439,4.710478,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
251,126.0,0,7.0,7.0,7.0,4.142857,0.5714286,320.57144,415.14285,2018M08,17,6.0,1.0,1.0,0.0,1.9459101,1.9459101,1.9459101,5.7701054,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
252,127.0,1,35.0,18.0,17.0,4.5142856,0.0,96.0,50.0,2018M09,17,7.0,1.0,1.0,1.0,3.5553482,2.8903718,2.8332133,4.564348,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
253,127.0,0,4.0,4.0,4.0,4.75,1.0,142.0,117.0,2018M09,17,7.0,1.0,1.0,0.0,1.3862944,1.3862944,1.3862944,4.955827,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
254,128.0,1,50.0,25.0,25.0,4.46,0.1,99.04,100.22,2018M10,17,8.0,1.0,1.0,1.0,3.912023,3.218876,3.218876,4.595524,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
255,128.0,0,6.0,6.0,6.0,4.6666665,0.16666667,331.16666,123.333336,2018M10,17,8.0,1.0,1.0,0.0,1.7917595,1.7917595,1.7917595,5.802622,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
256,129.0,1,163.0,103.0,60.0,4.3312883,0.018404908,61.383335,22.417177,2017M07,18,1.0,0.0,0.0,0.0,5.09375,4.634729,4.0943446,4.1171384,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
257,129.0,0,48.0,48.0,48.0,3.8541667,0.8958333,208.9375,157.1875,2017M07,18,1.0,0.0,0.0,0.0,3.871201,3.871201,3.871201,5.3420353,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
258,130.0,1,261.0,188.0,73.0,4.4827585,0.011494253,52.452053,22.095785,2017M08,18,2.0,0.0,0.0,0.0,5.5645204,5.236442,4.2904596,3.9598994,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
259,130.0,0,67.0,67.0,67.0,3.9402986,0.6865672,199.86568,121.17911,2017M08,18,2.0,0.0,0.0,0.0,4.204693,4.204693,4.204693,5.2976456,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
260,131.0,1,344.0,276.0,68.0,4.4011626,0.0058139535,65.911766,14.726745,2017M09,18,3.0,0.0,0.0,0.0,5.8406415,5.620401,4.2195077,4.188317,0,0,1,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
261,131.0,0,32.0,32.0,32.0,4.09375,0.90625,342.03125,158.75,2017M09,18,3.0,0.0,0.0,0.0,3.465736,3.465736,3.465736,5.8349023,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
262,132.0,1,256.0,184.0,72.0,4.421875,0.0078125,64.93056,23.089844,2017M10,18,4.0,0.0,0.0,0.0,5.5451775,5.214936,4.276666,4.1733184,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
263,132.0,0,44.0,44.0,44.0,4.2272725,0.79545456,225.09091,237.86363,2017M10,18,4.0,0.0,0.0,0.0,3.7841897,3.7841897,3.7841897,5.4165044,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
264,133.0,1,387.0,274.0,113.0,4.385013,0.010335918,82.24779,21.465117,2018M07,18,5.0,1.0,1.0,1.0,5.9584246,5.613128,4.727388,4.4097366,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
265,133.0,0,29.0,29.0,29.0,4.172414,0.79310346,222.96552,240.17241,2018M07,18,5.0,1.0,1.0,0.0,3.3672957,3.3672957,3.3672957,5.407017,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
266,134.0,1,371.0,287.0,84.0,4.283019,0.0026954177,115.559525,17.02965,2018M08,18,6.0,1.0,1.0,1.0,5.916202,5.659482,4.4308167,4.749786,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
267,134.0,0,33.0,33.0,33.0,4.0,0.6666667,213.24243,183.93939,2018M08,18,6.0,1.0,1.0,0.0,3.4965076,3.4965076,3.4965076,5.3624296,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
268,135.0,1,347.0,256.0,91.0,4.3256483,0.0057636886,73.52747,20.152739,2018M09,18,7.0,1.0,1.0,1.0,5.8493247,5.5451775,4.5108595,4.297659,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
269,135.0,0,38.0,38.0,38.0,3.6052632,0.7105263,208.28947,143.28947,2018M09,18,7.0,1.0,1.0,0.0,3.637586,3.637586,3.637586,5.3389287,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
270,136.0,1,284.0,202.0,82.0,4.3591547,0.017605634,82.45122,30.383802,2018M10,18,8.0,1.0,1.0,1.0,5.6489744,5.3082676,4.406719,4.4122066,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
271,136.0,0,27.0,27.0,27.0,4.037037,0.6296296,192.33333,250.55556,2018M10,18,8.0,1.0,1.0,0.0,3.295837,3.295837,3.295837,5.25923,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
272,137.0,1,99.0,54.0,45.0,4.6969695,0.030303031,69.28889,64.59596,2017M07,20,1.0,0.0,0.0,0.0,4.59512,3.988984,3.8066626,4.2382846,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
273,137.0,0,116.0,116.0,116.0,4.3189654,0.75,239.75862,233.00862,2017M07,20,1.0,0.0,0.0,0.0,4.75359,4.75359,4.75359,5.479633,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
274,138.0,1,149.0,80.0,69.0,4.644295,0.033557046,58.36232,40.24161,2017M08,20,2.0,0.0,0.0,0.0,5.0039463,4.3820267,4.2341065,4.0666704,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
275,138.0,0,128.0,128.0,128.0,4.2890625,0.7734375,199.53125,131.01562,2017M08,20,2.0,0.0,0.0,0.0,4.8520303,4.8520303,4.8520303,5.295971,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
276,139.0,1,110.0,62.0,48.0,4.681818,0.018181818,78.354164,61.81818,2017M09,20,3.0,0.0,0.0,0.0,4.7004805,4.1271343,3.871201,4.361239,0,0,1,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
